#{"t_start": 1755100686.0050862, "env_id": "None"}
r,l,t
3.076706,100,514.615586
252.51076,100,514.968847
1.266027,100,516.19285
221.036157,100,516.556738
870.432497,100,516.913889
332.57481,100,517.28399
4.553323,100,517.646559
811.060842,100,517.993547
433.375728,100,518.355904
701.138068,100,518.711537
931.211636,100,519.051411
950.291255,100,519.40911
411.719725,100,519.783533
2.791496,100,520.152738
880.415836,100,520.51559
880.51362,100,520.896509
0.68197,100,521.29206
3.328592,100,521.723494
2.536497,100,522.119146
4.013337,100,522.501495
920.413903,100,522.860634
980.107291,100,523.222273
750.636322,100,523.57643
0.870743,100,524.834195
4.821574,100,525.229379
2.08757,100,525.621829
901.02547,100,525.997662
742.820562,100,526.378803
950.28108,100,526.747227
1.20648,100,527.103594
940.709587,100,527.474733
2.556058,100,527.846558
2.486625,100,528.212697
0.610636,100,528.579589
910.691825,100,528.94492
831.219806,100,529.314934
920.859863,100,529.677333
911.24469,100,530.039097
742.679389,100,530.396986
0.857508,100,530.742873
55.08012,100,531.137182
561.885454,100,531.505836
3.95029,100,531.882685
870.576439,100,533.103134
371.434291,100,533.488533
641.694226,100,533.882304
4.553057,100,534.285237
821.174241,100,534.656641
571.900834,100,535.043325
3.395684,100,535.441907
1.151495,100,535.811406
1.434553,100,536.20727
870.518529,100,536.582686
591.573838,100,536.960992
831.562967,100,537.325779
7.549541,100,537.705234
115.913254,100,541.456037
941.082093,100,541.846449
0.798476,100,542.211223
792.545675,100,542.603631
6.184256,100,542.996208
801.04147,100,543.379547
3.083789,100,543.776601
831.232017,100,544.157993
920.543995,100,545.449111
11.732619,100,545.832271
1.657917,100,546.205024
4.883422,100,546.615194
594.380749,100,547.004124
324.709256,100,547.398097
750.370711,100,547.764113
930.438528,100,548.147184
20.963554,100,548.520082
681.4978,100,548.890718
691.429077,100,549.252064
7.144344,100,549.64888
544.790251,100,550.031681
1.328803,100,550.397212
672.042708,100,550.771756
3.261973,100,551.17002
433.396641,100,551.551965
421.911502,100,551.925169
562.053327,100,552.299844
3.358407,100,552.670075
482.285164,100,554.004169
930.43176,100,554.367521
573.299704,100,554.741305
940.33054,100,555.090054
900.569807,100,555.459535
910.532175,100,555.850523
1.802111,100,556.252771
223.729201,100,556.688862
2.131849,100,557.053212
920.19743,100,557.42487
801.039721,100,557.84127
424.44446,100,558.245151
572.129554,100,558.646087
445.42543,100,559.037594
222.908504,100,559.409166
1.814147,100,559.773278
450.612083,100,560.117343
473.558503,100,560.476267
1.641222,100,560.826171
810.820075,100,561.173178
851.436655,100,561.524351
3.326473,100,562.813487
901.181279,100,563.272077
312.510039,100,563.690394
3.319329,100,564.133072
850.730179,100,564.564091
2.979438,100,565.005582
452.84095,100,565.414276
741.530233,100,565.819745
3.598706,100,566.250129
92.448923,100,566.668762
701.150347,100,567.090421
3.110996,100,567.48572
691.502684,100,567.878868
951.310992,100,568.242312
841.420576,100,568.656163
950.667129,100,569.046663
950.953795,100,569.449983
960.47884,100,569.84867
771.296855,100,570.251574
851.240207,100,570.667562
920.551325,100,571.986661
672.026676,100,572.365869
94.127164,100,572.750047
890.992427,100,573.12857
3.389229,100,573.541066
713.022346,100,573.920404
0.684146,100,574.288584
950.560308,100,574.653554
860.988372,100,575.033163
431.705258,100,575.416032
7.433595,100,575.791232
970.511997,100,576.1572
613.199076,100,576.501775
681.707461,100,576.88409
1.521038,100,577.230836
850.750551,100,577.577087
5.759248,100,577.935709
4.613186,100,578.309376
2.018187,100,578.658498
2.097985,100,579.015591
2.230765,100,579.387089
850.913941,100,580.572452
2.172509,100,580.940413
802.166558,100,581.285645
920.263472,100,581.65722
860.97857,100,582.024945
572.005949,100,582.394194
3.07654,100,582.767649
3.274846,100,583.145454
311.521135,100,583.522635
3.750652,100,583.880665
512.060606,100,587.495262
4.037629,100,587.863862
850.855399,100,588.2287
6.539429,100,588.609805
861.240022,100,588.963094
3.772174,100,589.343767
890.809381,100,589.696164
811.816957,100,590.059272
3.527974,100,590.434327
2.351758,100,590.799762
4.856896,100,592.11108
951.040357,100,592.466106
542.642192,100,592.826221
2.789653,100,593.200554
1.301913,100,593.55615
761.199688,100,593.944497
4.645788,100,594.309143
0.669348,100,594.661882
950.983235,100,595.032868
0.333984,100,595.407423
4.39879,100,595.81719
661.490878,100,596.202495
781.198944,100,596.575485
7.219031,100,596.959249
403.851308,100,597.333827
1.807454,100,597.69153
2.783234,100,598.073077
761.344151,100,598.434771
900.871094,100,598.806047
1.266414,100,599.153019
5.145978,100,599.539183
960.749802,100,600.81734
383.083142,100,601.193557
811.103747,100,601.571973
3.569065,100,601.957174
961.13568,100,602.324116
951.253179,100,602.681885
831.095759,100,603.034997
910.67106,100,603.39852
930.316088,100,603.754177
321.10041,100,604.105411
681.197406,100,604.463761
810.398261,100,604.820674
214.080037,100,605.204823
3.619916,100,605.580869
950.588282,100,605.944917
3.229771,100,606.339193
761.178168,100,606.708442
791.465499,100,607.076352
21.120215,100,607.442226
842.008793,100,607.799074
392.097207,100,609.1102
741.061555,100,609.522951
770.564645,100,609.952497
900.935817,100,610.306503
940.966306,100,610.665542
860.642714,100,611.017622
2.588693,100,611.388871
3.089307,100,611.751216
0.646061,100,612.094858
4.919866,100,612.465071
122.718911,100,612.83585
950.280789,100,613.182325
82.940373,100,613.583341
3.819817,100,613.967371
541.93712,100,614.32714
475.158939,100,614.695687
473.337275,100,615.057713
313.036053,100,615.450844
851.732847,100,615.852598
5.709136,100,616.237346
1.713206,100,616.601465
553.106343,100,617.892683
4.457711,100,618.306561
4.876943,100,618.72392
4.496959,100,619.122878
770.82174,100,619.490535
890.891651,100,619.874184
2.655823,100,620.283888
3.904848,100,620.689429
154.190557,100,621.085896
931.67324,100,621.451621
542.40077,100,621.835269
2.862973,100,622.211978
721.076861,100,622.588248
134.358043,100,622.977407
2.492737,100,623.380723
920.850593,100,623.750912
5.734312,100,624.137236
930.181655,100,624.50725
891.572166,100,624.875741
800.945761,100,625.249008
3.028479,100,626.536184
323.380902,100,626.907092
6.119849,100,627.315636
750.282865,100,627.689346
612.621079,100,628.072305
633.871372,100,628.457243
25.140057,100,628.850325
810.764921,100,629.246901
3.013273,100,633.074273
1.185379,100,633.469906
910.494149,100,633.841278
960.64528,100,634.223927
622.032718,100,634.607599
1.973687,100,634.991273
3.60662,100,635.385205
921.47396,100,635.779922
960.243379,100,636.177675
2.01162,100,636.585523
582.166506,100,636.979512
930.577342,100,637.360363
870.84627,100,637.757743
2.264602,100,639.088397
611.460269,100,639.466271
24.944362,100,639.861748
621.71067,100,640.222841
781.415512,100,640.590635
961.378069,100,640.956344
444.339396,100,641.343752
21.251518,100,641.700973
950.786059,100,642.047653
661.529571,100,642.430378
721.03436,100,642.782179
2.322412,100,643.136908
420.971361,100,643.494306
144.672389,100,643.885411
6.845205,100,644.341717
252.775414,100,644.740136
0.779167,100,645.115483
811.117881,100,645.497458
604.353612,100,645.884678
4.377399,100,646.29606
920.4952,100,647.547857
891.070776,100,647.921964
940.228754,100,648.305037
2.340925,100,648.683948
890.890028,100,649.057302
3.765346,100,649.443562
502.699066,100,649.849895
1.086992,100,650.230178
4.126201,100,650.628305
922.114247,100,651.001822
961.144826,100,651.371516
412.101159,100,651.759558
1.146847,100,652.133819
890.500665,100,652.497924
2.356686,100,652.876909
11.342749,100,653.247567
0.527148,100,653.615737
2.645497,100,653.996913
336.729662,100,654.390241
711.693869,100,654.770908
861.863588,100,655.143473
441.847724,100,656.36221
850.873423,100,656.762187
811.070617,100,657.148692
154.676348,100,657.544555
820.906889,100,657.925301
672.641808,100,658.295317
3.891777,100,658.6825
861.423251,100,659.067219
1.299509,100,659.449402
0.908848,100,659.84837
302.182337,100,660.240306
950.201924,100,660.606325
475.609647,100,660.990954
1.954051,100,661.363104
842.499636,100,661.763373
3.586761,100,662.178832
632.457441,100,662.548779
742.329396,100,662.912152
1.13012,100,663.269531
1.059148,100,663.627305
571.717798,100,664.826054
5.192114,100,665.222915
881.043325,100,2493.373552
0.861981,100,2493.729197
352.337748,100,2494.103237
4.054534,100,2494.495438
920.266017,100,2494.871132
920.344351,100,2495.24881
2.535239,100,2495.612561
880.529013,100,2495.978906
373.528535,100,2496.359802
174.681605,100,2496.75581
373.734463,100,2497.15068
920.376275,100,2498.106937
1.515284,100,2498.478972
253.935664,100,2498.864686
390.535213,100,2499.23272
3.401429,100,2499.605896
960.790936,100,2499.987667
870.959298,100,2500.334062
810.718108,100,2500.680243
2.534871,100,2501.997551
4.576505,100,2502.398505
781.4496,100,2503.56439
781.403375,100,2503.94719
2.997214,100,2504.350905
2.789487,100,2508.782721
40.863282,100,2509.12481
791.513241,100,2509.479397
781.279776,100,2509.822807
502.230156,100,2510.187486
0.578253,100,2510.529706
551.178162,100,2510.87966
6.460165,100,2511.265521
701.141802,100,2511.640192
4.28145,100,2512.053824
6.146874,100,2512.459559
6.205149,100,2514.351189
253.519788,100,2514.751353
7.574494,100,3580.137172
840.617238,100,3580.491189
950.561941,100,3581.645683
2.873301,100,3582.03705
6.668689,100,3582.415447
2.966554,100,3582.7869
1.140211,100,3583.149372
850.874084,100,3583.501249
4.627391,100,3583.878395
721.707897,100,3584.242941
761.001038,100,3584.609115
3.828611,100,3585.003272
731.985138,100,3585.362517
4.772959,100,3585.746373
930.292893,100,3586.093215
941.15382,100,3586.444847
771.078164,100,3586.820434
731.501554,100,3587.180158
661.223355,100,3587.538124
3.522802,100,3587.928681
2.689755,100,3588.322751
542.407821,100,3588.706062
0.972749,100,3589.070961
82.061852,100,3590.243364
910.405622,100,3590.60726
772.22354,100,3590.989726
2.182195,100,3591.384914
840.982745,100,3591.736431
2.071908,100,3592.092794
970.44424,100,3592.445582
770.77833,100,3592.792863
1.988434,100,3593.138332
1.25178,100,3593.500842
0.742648,100,3593.840312
332.678479,100,3594.20026
920.718034,100,7933.386611
0.525717,100,7933.738467
316.240124,100,7934.100575
3.496658,100,7934.470001
772.452115,100,7934.814587
454.263124,100,7935.172182
6.155871,100,7935.553881
612.256288,100,7935.923464
831.796515,100,7937.196299
652.090029,100,7937.555261
950.950432,100,7937.915585
700.874261,100,7938.26159
901.14337,100,7938.624147
752.262828,100,7938.979139
870.772738,100,7939.330258
2.939746,100,7939.703205
253.038337,100,7940.079327
474.171328,100,7940.448451
313.351177,100,7940.816767
5.449331,100,7941.20428
323.26642,100,7941.600556
862.287305,100,7941.976837
183.06386,100,7942.350132
243.45131,100,7942.774765
75.569668,100,7943.224058
741.469977,100,7943.575105
721.01251,100,7943.931891
553.340264,100,7944.290588
581.732349,100,7945.52657
781.916846,100,7945.882262
393.242911,100,7946.243545
274.338668,100,7946.620616
771.42638,100,7946.975173
871.006674,100,7947.335623
3.604428,100,7947.726019
2.572019,100,7948.10172
792.984851,100,7948.462487
451.590183,100,7948.822905
3.333008,100,7949.200748
2.396918,100,7949.569466
681.83394,100,7949.92215
1.456502,100,7950.274124
841.008367,100,7950.618999
5.786932,100,7950.99724
2.610841,100,7951.365079
900.486446,100,7951.732098
383.195055,100,7952.117304
1.525787,100,7952.484007
2.202507,100,7952.858829
791.494382,100,7954.083783
123.610216,100,7954.461332
692.039836,100,7954.813402
831.414386,100,7958.487527
880.853018,100,7958.840777
633.140227,100,7959.205373
5.096488,100,7959.576777
970.390228,100,7959.931872
692.855384,100,7960.316472
181.127572,100,7960.679006
0.305074,100,7961.038548
4.75944,100,7961.434828
840.877375,100,7961.847734
6.96366,100,7962.290731
851.570517,100,7962.708802
651.481315,100,7963.131583
502.742163,100,7963.560112
1.470153,100,7963.946284
930.488645,100,7964.299387
2.054148,100,7964.68268
362.708914,100,7966.037595
3.480401,100,7966.470149
1.845646,100,7966.840527
642.628806,100,7967.196975
900.430913,100,7967.581768
940.723333,100,8637.563074
811.439826,100,8637.913209
2.592666,100,8638.277168
910.571757,100,8638.622574
362.537011,100,8638.988425
920.284418,100,8639.331945
4.968543,100,8639.710298
532.9752,100,8640.064674
0.970772,100,8640.4205
1.05939,100,8640.767587
901.083922,100,8641.113796
303.438856,100,8641.491454
5.258629,100,8641.86796
592.030305,100,8642.223879
552.316483,100,8642.587439
762.24492,100,8642.939725
1.097728,100,8644.064571
542.934792,100,8644.41924
1.890812,100,8644.763627
821.179486,100,8645.11865
1.128285,100,8645.466752
870.921995,100,8645.822859
970.500215,100,8646.158997
850.809086,100,8646.510161
511.461409,100,8646.879112
0.548371,100,8647.223436
622.228199,100,8647.572477
9.232156,100,8647.936983
1.451389,100,8648.2833
930.308065,100,8648.631515
503.886549,100,8648.99084
661.337906,100,8649.351824
760.904638,100,8649.71151
811.55692,100,8650.060537
373.584134,100,8650.421195
5.104292,100,8650.787353
2.11629,100,8651.947649
1.197725,100,8652.292834
6.905816,100,8652.672004
6.089251,100,8653.054099
13.339578,100,8653.41959
582.467049,100,8653.779964
3.852512,100,8654.175386
4.869037,100,8654.571156
562.905081,100,8654.951907
3.979183,100,8655.358136
442.551147,100,8655.749392
940.524215,100,8656.116058
2.278021,100,8656.479347
821.781066,100,8656.831213
910.9301,100,8657.174876
960.746667,100,8657.522221
731.301797,100,8657.881099
364.809239,100,8658.254318
602.359129,100,8658.622757
841.428542,100,8658.978889
432.407389,100,8659.332179
920.302098,100,8660.473943
920.789166,100,8660.830719
830.751134,100,8661.182255
3.994024,100,8661.559781
501.377865,100,8661.91743
793.312626,100,8662.269859
920.713588,100,8662.612656
920.538028,100,8662.953093
672.057463,100,8663.30537
23.177916,100,8663.671183
4.58421,100,8664.047321
8.03306,100,8664.425366
642.107413,100,8664.779697
911.540039,100,8665.116659
682.275071,100,8665.46669
3.245258,100,8665.832576
1.243568,100,8666.198357
251.207497,100,8666.63845
2.77169,100,8667.045374
